Name;Source Book;Src Page;Schl;Sub-school;Descriptor;Class Lvls;Adp;APeace;Arc;Artificer;Asn;Beguiler;Blg;Blk;Brd;BVal;ChamGwyn;Clr;Corrupt;Dem;Drd;Duskblade;EmBarachiel;Exalted Arcanist;HB;Hlr;Hoard;Holder;HotD;Hrp;Hth;IOTDF;KotC;MH;Pal;PUG;Rgr;Sanctified;Shu;Slayer of Domiel;Sor/Wiz;Vassal of Bahamut;Wmg;Wuj;Domn Lvls;Air;Animal;Artifice;Balance;Bestial;Blackwater;Cavern;Celerity;Celestial;Chaos;Charm;City;Cold;Commerce;Community;Competition;Corruption;Courage;Craft;Creation;Darkness;Death;Deathbound;Deathless;Decay;Demonic;Destiny;Destruction;Diabolic;Domination;Dragon;Dream;DrgBlw;Drow;Dwarf;Earth;Elf;Endurance;Evil;Exorcism;Family;Fate;Feast;Fey;Fire;Force;Glory;Gnome;Good;Greed;Halfling;Hatred;Healing;Herald;Hunger;Illusion;Inquisition;Joy;Knowledge;Law;Liberation;Life;Luck;Madness;Magic;Meditation;Mental;Metal;Mind;Moon;Mysticism;Necro;Nobility;Ocean;Oracle;Orc;Pact;Pain;Passion;Pestilence;Planning;Plant;Pleasure;Portal;Portal (alt);Protection;Purification;Renewal;Repose;Retribution;Rune;Sand;SaveLife;Scalykind;Seafolk;Shadow;Sin-A;Sin-E;Sin-G;Sin-L;Sin-P;Sin-S;Sin-W;Sky;Slime;Spell;Spider;Storm;Strength;Suffering;Summer;Summoner;Sun;Thirst;Time;Trade;Transformation;Travel;Trickery;Truth;Tyranny;Undeath;VDarkness;War;Warforged;Water;Watery Death;Wealth;Weather;Winter;Wrath;Components;Casting Time;Range;Effect Type;Effect;Duration;Saving Throw;Resistance;Short Description;Medium Description;Long Descripton
Touch of Fatigue;SRD;294;Necr;;Negative;;0;;0;;;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S, M;1 standard action;Touch;Target;Creature touched;1 round/level;Fortitude negates;Yes;Touch attack fatigues target.;;You channel negative energy through your touch, fatiguing the target. You must succeed on a touch attack to strike a target.[lf][lf]The subject is immediately fatigued for the spell's duration.[lf][lf]This spell has no effect on a creature that is already fatigued. Unlike with normal fatigue, the effect ends as soon as the spells duration expires.
Touch of Idiocy;SRD;294;Ench;Compulsion;Mind-Affecting;;;;;;;2;;;;;;;;;;2;;;2;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S;1 standard action;Touch;Target;Living creature touched;10 min./level;None;Yes;Subject takes 1d6 points of Int, Wis, and Cha damage.;;With a touch, you reduce the targets mental faculties. Your successful melee touch attack applies a 1d6 penalty to the target's Intelligence, Wisdom, and Charisma scores. This penalty can't reduce any of these scores below 1.[lf][lf]This spells effect may make it impossible for the target to cast some or all of its spells, if the requisite ability score drops below the minimum required to cast spells of that level.
Touch Of Jorasco;RE;190;Conj;Healing;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S, F, text;1 standard action;Personal and touch;Target;"You and creature touched; see text";See text;Will negates (harmless);Yes (harmless);Touch heals up to 2 hp/level divided among multiple targets.;;
Touch of Juiblex;BV;107;Tran;;Evil;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S, Corrupt;1 standard action;Touch;Target;Creature touched;Instantaneous;Fortitude negates;Yes;Subject turns to green slime in 4 rounds.;;
Touch of Madness;SRD;;Ench;;Mind-Affecting;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S;1 standard action;Touch;Target;Creature touched;1 round/level;Will negates;Yes;Dazes one creature for 1 round/level.;;You may daze one living creature by making a successful touch attack. If the target creature does not make a successful Will save, its mind is clouded and it takes no action for 1 round per caster level. A dazed creature is not stunned (so attackers get no special advantage against it), but it can't move, cast spells, use mental abilities, and so on.
Touch of the Pharaoh;Dragon 331;;Necr;;Evil;;;;5;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S;1 standard action;Touch;Target;Living creature touched;Instantaneous;Fortitude negates;Yes;Afflicts a creature with mummy rot.;;
Touchstone Lightning;PLH;106;Tran;;Electricity;;;;4;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S;1 standard action;Medium (100 ft. + 10 ft./level);Effect;One or more rays of electricity;Instantaneous;None;Yes;Use your planar touchstone-granted higher-order abilities to fuel damaging rays.;;
Toughen Construct;ECS;116;Tran;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S;1 standard action;Touch;Target;Construct touched;10 min./level;None;Yes (harmless);Grants construct +2 (or higher) enhancement to natural armor.;;
Towering Oak;MAG;128;Illu;Glamer;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S;1 standard action;Personal;Target;You;3 rounds/level;;;You gain a competence bonus of +10 on your Intimidate checks.;;
Toxic Weapon;PH2;126;Conj;Creation;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S;1 standard action;Touch;Target;Piercing or slashing weapon touched;1 hour or until discharged;Fortitude negates;No;Coats weapon with poison.;Poison weapon for next successful melee attack, deal 1d10 Con dmg, +1d10 Con dmg 1 min later (2 saves).;
Train Animal;CAd;157;Ench;Charm;Mind-Affecting;;;;2;;;;;;;;;;;;2;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S, DF;10 minutes;Touch;Target;Animal touched;1 hour/level;Will negates (harmless);Yes (harmless);Affected animal gains additional tricks equal to 1/2 caster level for 1 hour/level.;;
Trait Removal;SK;158;Tran;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S, M;1 hour;Touch;Target;One touched living creature;1 hour/level;Fortitude negates;Yes;Temporarily remove one extraordinary or supernatural ability from the target creature.;;
Transcribe Symbol;PG;116;Abj;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S, F;1 standard action;Touch;Target;Magic symbol touched;10 min. or until discharged;None;No;Safely moves an untriggered magical symbol to another location.;;
Transfix;CAr;127;Ench;Compulsion;Mind-Affecting;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S, M;1 round;Medium (100 ft. + 10 ft./level);Area;One or more humanoids within a 10-ft.-radius emanation;1 hour/level;Will negates;Yes;Medium or smaller targets are paralyzed.;;
Transformation;SRD;294;Tran;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S, M;1 standard action;Personal;Target;You;1 round/level;;;You gain combat bonuses.;;You become a virtual fighting machine stronger, tougher, faster, and more skilled in combat. Your mind-set changes so that you relish combat and you can't cast spells, even from magic items.[lf][lf]You gain a +4 enhancement bonus to Strength, Dexterity, and Constitution, a +4 natural armor bonus to AC, a +5 competence bonus on Fortitude saves, and proficiency with all simple and martial weapons. Your base attack bonus equals your character level (which may give you multiple attacks).[lf][lf]You lose your spellcasting ability, including your ability to use spell activation or spell completion magic items, just as if the spells were no longer on your class list.
Transformation of the Deeps;STO;123;Tran;;;;;;5;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S, M;1 standard action;Touch;Target;One creature/3 levels;1 hour/level (D);None;Yes (harmless);Grant water breathing, darkvision, and pressure immunity to one creature/3 levels.;;
Transfusion;Dragon 339;78;Necr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S, M;1 minute;Touch;Target;Living creature touched;"Instantaneous and 10 min./level; see text";None;No;You damage one of a target's ability scores to increase your own.;;
Translocation Trick;MAG;128;Tran;Teleportation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V;1 standard action;Medium (100 ft. + 10 ft./level);Target;You and one other creature;10 min./level;"Will negates; see text";Yes;You and target switch places and appear as each other.;;
Transmute Metal to Wood;SRD;294;Tran;;;;;;7;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S, DF;1 standard action;Long (400 ft. + 40 ft./level);Area;All metal objects within a 40-ft.-radius burst;Instantaneous;None;"Yes (object); see text";Metal within 40 ft. becomes wood.;;This spell enables you to change all metal objects within its area to wood. Weapons, armor, and other metal objects carried by creatures are affected as well. A magic object made of metal effectively has spell resistance equal to 20 + its caster level against this spell. Artifacts cannot be transmuted. Weapons converted from metal to wood take a -2 penalty on attack and damage rolls. The armor bonus of any armor converted from metal to wood is reduced by -2. Weapons changed by this spell splinter and break on any natural attack roll of 1 or 2, and armor changed by this spell loses an additional point of armor bonus every time it is struck with a natural attack roll of 19 or 20.[lf][lf]Only limited wish, miracle, wish, or similar magic can restore a transmuted object to its metallic state.
Transmute Mud to Rock;SRD;295;Tran;;Earth;;;;4;;;;4;;;;;;;;5;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S, M/DF;1 standard action;Medium (100 ft. + 10 ft./level);Area;Up to two 10-ft. cubes/level (S);Permanent;See text;No;Transforms two 10-ft. cubes per level.;;This spell transforms normal mud or quicksand of any depth into soft stone (sandstone or a similar mineral) permanently.[lf][lf]Any creature in the mud is allowed a Reflex save to escape before the area is hardened to stone.[lf][lf]Transmute mud to rock counters and dispels transmute rock to mud.
Transmute Rock to Lava;CAr;127;Tran;;Fire, Earth;;;;9;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;9;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S;1 standard action;Medium (100 ft. + 10 ft./level);Area;One 10-ft. cube;Instantaneous;"Reflex half; see text";No;Transmute rock to lava dealing 2d6 points of fire damage or 20d6.;;
Transmute Rock to Mud;SRD;295;Tran;;Earth;;;;4;;;;4;;;;;;;;5;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S, M/DF;1 standard action;Medium (100 ft. + 10 ft./level);Area;Up to two 10-ft. cubes/level (S);"Permanent; see text";See text;No;Transforms two 10-ft. cubes per level.;;This spell turns natural, uncut or unworked rock of any sort into an equal volume of mud. Magical stone is not affected by the spell. The depth of the mud created cannot exceed 10 feet. A creature unable to levitate, fly, or otherwise free itself from the mud sinks until hip- or chest-deep, reducing its speed to 5 feet and causing a -2 penalty on attack rolls and AC. Brush thrown atop the mud can support creatures able to climb on top of it. Creatures large enough to walk on the bottom can wade through the area at a speed of 5 feet.[lf][lf]If transmute rock to mud is cast upon the ceiling of a cavern or tunnel, the mud falls to the floor and spreads out in a pool at a depth of 5 feet. The falling mud and the ensuing cave-in deal 8d6 points of bludgeoning damage to anyone caught directly beneath the area, or half damage to those who succeed on Reflex saves.[lf][lf]Castles and large stone buildings are generally immune to the effect of the spell, since transmute rock to mud can't affect worked stone and doesn't reach deep enough to undermine such buildings foundations. However, small buildings or structures often rest upon foundations shallow enough to be damaged or even partially toppled by this spell.[lf][lf]The mud remains until a successful dispel magic or transmute mud to rock spell restores its substance-but not necessarily its form. Evaporation turns the mud to normal dirt over a period of days. The exact time depends on exposure to the sun, wind, and normal drainage.
Transmute Sand to Glass;SA;124;Tran;;Earth;;;;5;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S, M/DF;1 standard action;Medium (100 ft. + 10 ft./level);Area;Up to two 10-ft. cubes/level (S);Permanent;See text;No;Transforms two 10-ft. cubes per level.;;
Transmute Sand to Stone;SA;124;Tran;;Earth;;;;5;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S, M/DF;1 standard action;Medium (100 ft. + 10 ft./level);Area;Up to two 10-ft. cubes/level (S);Permanent;See text;No;Transforms two 10-ft. cubes per level.;;
Transmute Stone to Sand;SA;125;Tran;;Earth;;;;5;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S, M/DF;1 standard action;Medium (100 ft. + 10 ft./level);Area;Up to two 10-ft. cubes/level (S);Permanent;See text;No;Transforms two 10-ft. cubes per level.;;
Transport via Plants;SRD;295;Conj;Teleportation;;;;;6;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S;1 standard action;Unlimited;Target;You and touched objects or other touched willing creatures;1 round;None;No;Move instantly from one plant to another of the same kind.;;You can enter any normal plant (Medium or larger) and pass any distance to a plant of the same kind in a single round, regardless of the distance separating the two. The entry plant must be alive. The destination plant need not be familiar to you, but it also must be alive. If you are uncertain of the location of a particular kind of destination plant, you need merely designate direction and distance and the transport via plants spell moves you as close as possible to the desired location. If a particular destination plant is desired but the plant is not living, the spell fails and you are ejected from the entry plant.[lf][lf]You can bring along objects as long as their weight doesn't exceed your maximum load. You may also bring one additional willing Medium or smaller creature (carrying gear or objects up to its maximum load) or its equivalent per three caster levels. Use the following equivalents to determine the maximum number of larger creatures you can bring along: A Large creature counts as two Medium creatures, a Huge creature counts as two Large creatures, and so forth. All creatures to be transported must be in contact with one another, and at least one of those creatures must be in contact with you.[lf][lf]You can't use this spell to travel through plant creatures.[lf][lf]The destruction of an occupied plant slays you and any creatures you have brought along, and ejects the bodies and all carried objects from the tree.
Trap the Soul;SRD;295;Conj;Summoning;Ectomancy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S, M, F, text;1 standard action or see text;Close (25 ft. + 5 ft./2 levels);Target;One creature;"Permanent; see text";See text;"Yes; see text";Imprisons subject within gem.;;Trap the soul forces a creatures life force (and its material body) into a gem. The gem holds the trapped entity indefinitely or until the gem is broken and the life force is released, which allows the material body to reform. If the trapped creature is a powerful creature from another plane it can be required to perform a service immediately upon being freed. Otherwise, the creature can go free once the gem imprisoning it is broken.[lf][lf]Depending on the version selected, the spell can be triggered in one of two ways.[lf][lf]Spell Completion: First, the spell can be completed by speaking its final word as a standard action as if you were casting a regular spell at the subject. This allows spell resistance (if any) and a Will save to avoid the effect. If the creatures name is spoken as well, any spell resistance is ignored and the save DC increases by 2. If the save or spell resistance is successful, the gem shatters.[lf][lf]Trigger Object: The second method is far more insidious, for it tricks the subject into accepting a trigger object inscribed with the final spell word, automatically placing the creatures soul in the trap. To use this method, both the creatures name and the trigger word must be inscribed on the trigger object when the gem is enspelled. A sympathy spell can also be placed on the trigger object. As soon as the subject picks up or accepts the trigger object, its life force is automatically transferred to the gem without the benefit of spell resistance or a save.[lf][lf]Material Note: . If the gem is not valuable enough, it shatters when the entrapment is attempted. (While creatures have no concept of level or Hit Dice as such, the value of the gem needed to trap an individual can be researched. Remember that this value can change over time as creatures gain more Hit Dice.)
Traveler's Mount;CD;184;Tran;;;;;;1;;;;;1;;;;;;;1;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S;1 standard action;Touch;Target;Animal or magical beast touched;1 hour/level;Will negates;Yes;Creature moves faster but can't attack.;;
Treasure Scent;Dragon 323;65;Tran;;;;;;3;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S;1 standard action;Personal;Target;You;1 hour/level;;;You gain the Scent ability but only for precious metals and gems.;;
Tree Healing, Lesser;MBF;;Conj;Healing;;;;;4;;;;;;;;;4;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S, DF;1 standard action;Personal;Target;You;1 hour/level (D);;;Meld with a tree and heal 5 hp/hour.;;
Tree Shape;SRD;296;Tran;;;;;;2;;;;;;;;;;;;2;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S, DF;1 standard action;Personal;Target;You;1 hour/level (D);;;You look exactly like a tree for 1 hour/level.;;By means of this spell, you are able to assume the form of a Large living tree or shrub or a Large dead tree trunk with a small number of limbs. The closest inspection cannot reveal that the tree in question is actually a magically concealed creature. To all normal tests you are, in fact, a tree or shrub, although a detect magic spell reveals a faint transmutation on the tree. While in tree form, you can observe all that transpires around you just as if you were in your normal form, and your hit points and save bonuses remain unaffected. You gain a +10 natural armor bonus to AC but have an effective Dexterity score of 0 and a speed of 0 feet. You are immune to critical hits while in tree form. All clothing and gear carried or worn changes with you.[lf][lf]You can dismiss tree shape as a free action (instead of as a standard action).
Tree Stride;SRD;296;Conj;Teleportation;;;;;4;;;;;;;;;;;;5;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S, DF;1 standard action;Personal;Target;You;"1 hour/level or until expended; see text";;;Step from one tree to another far away.;;You gain the ability to enter trees and move from inside one tree to inside another tree. The first tree you enter and all others you enter must be of the same kind, must be living, and must have girth at least equal to yours. By moving into an oak tree (for example), you instantly know the location of all other oak trees within transport range (see below) and may choose whether you want to pass into one or simply step back out of the tree you moved into. You may choose to pass to any tree of the appropriate kind within the transport range as shown on the following table.[lf][lf]Type of Tree, Transport Range[lf][lf]Oak, ash, yew, 3,000 feet[lf][lf]Elm, linden, 2,000 feet[lf][lf]Other deciduous, 1,500 feet[lf][lf]Any coniferous, 1,000 feet[lf][lf]All other trees, 500 feet[lf][lf]You may move into a tree up to one time per caster level (passing from one tree to another counts only as moving into one tree). The spell lasts until the duration expires or you exit a tree. Each transport is a full-round action.[lf][lf]You can, at your option, remain within a tree without transporting yourself, but you are forced out when the spell ends. If the tree in which you are concealed is chopped down or burned, you are slain if you do not exit before the process is complete.
Trembling Horn Marker;MBF;;Illu;Figment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S, F;1 standard action;Close (25 ft. + 5 ft./2 levels);Target;One creature;10 min./level (D);Will negates (harmless);Yes (harmless);Marks target with an invisible horn, which sounds when near a Watchman's horn.;;
Tremor;SPC;223;Evoc;;Earth;;;;3;;;;;;;;;3;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S, DF;1 standard action;Medium (100 ft. + 10 ft./level);Area;40-ft.-radius spread;1 round/3 levels;See text;No;Force casters and skill users to Concentrate as well as knock creatures prone.;;
Tremorsense;UND;62;Tran;;;;;;3;;;;;;;;;;;;;;;;;;;;;3;;;;;;;3;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S, F/DF;1 standard action;Personal;Target;You;10 min./level (D);Will negates (harmless);Yes (harmless);Grants tremorsense to a range of 30 feet.;;
Triadspell;MAG;78;Tran;;;;;;6;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S;1 standard action;Personal;Target;You;Instantaneous;;;Cast a prepared spell three times.;;
